2023-04-30 21:48:51 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-30 21:48:51 0 [Note] InnoDB: Uses event mutexes
2023-04-30 21:48:51 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-30 21:48:51 0 [Note] InnoDB: Number of pools: 1
2023-04-30 21:48:51 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=237] with future log sequence number 1315250
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 1315250
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 1315206
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 1315206
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 1315162
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 1315162
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=234] with future log sequence number 1315118
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 1315118
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 1315074
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 1315074
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 1315030
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 1315030
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 1314986
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 1314986
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 1314942
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 1314942
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 1314898
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 1314898
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 1314854
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 1314854
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 1314794
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 1314794
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 1314750
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 1314750
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 1314706
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 1314706
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 1314662
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 1314662
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 1314618
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 1314618
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 1314574
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 1314574
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 1507038
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 1506682
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 1506682
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 1554080
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=394] with future log sequence number 1554080
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=263] with future log sequence number 1554036
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 1554036
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 1553992
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 1553992
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 1553948
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 1553948
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=260] with future log sequence number 1553888
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=391] with future log sequence number 1553888
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=259] with future log sequence number 1553844
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=393] with future log sequence number 1553844
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=258] with future log sequence number 1553800
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 1553800
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=257] with future log sequence number 1553756
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=389] with future log sequence number 1553756
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 1553712
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=388] with future log sequence number 1553712
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 1553668
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=387] with future log sequence number 1553668
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=254] with future log sequence number 1553624
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=386] with future log sequence number 1553624
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=253] with future log sequence number 1553580
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=372] with future log sequence number 1553580
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=252] with future log sequence number 1553536
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=435] with future log sequence number 1553536
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=251] with future log sequence number 1553492
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=385] with future log sequence number 1553492
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=250] with future log sequence number 1553448
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=371] with future log sequence number 1553448
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 1554168
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=24, page number=3] with future log sequence number 1553388
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 1554168
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 1553089
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=6] with future log sequence number 1553057
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 1554124
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=2] with future log sequence number 1553057
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=5] with future log sequence number 1552913
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=53, page number=3] with future log sequence number 1553077
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 1554816
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=47, page number=4] with future log sequence number 1554829
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=56, page number=4] with future log sequence number 1555216
2023-04-30 21:48:51 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=56, page number=3] with future log sequence number 1555236
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1260103 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 1467128 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1553089 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1110703 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1110703 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1110742 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1110742 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1110781 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1110781 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1110820 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1110820 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1110859 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:51 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1110859 is in the future! Current system log sequence number 300306.
